latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,
32.794376,-96.8215,144,-18000,America/Chicago,GMT-5,,,,,
,,,,,,,,,,
time,temperature_2m (°C),apparent_temperature (°C),precipitation (mm),precipitation_probability (undefined),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),cloud_cover (%),uv_index (undefined),shortwave_radiation (W/m²)
2024-06-30 0:00,30.6,33.1,0,NaN,17,25.9,60,0,NaN,0
2024-06-30 1:00,30.4,32.8,0,NaN,18.4,29.2,62,45,NaN,0
2024-06-30 2:00,29.7,32.3,0,NaN,17.3,28.8,65,88,NaN,0
2024-06-30 3:00,29.3,32,0,NaN,17.6,27.4,68,97,NaN,0
2024-06-30 4:00,29,31.8,0,NaN,18.2,28.4,69,71,NaN,0
2024-06-30 5:00,28.7,31.5,0,NaN,16.3,28.4,70,61,NaN,0
2024-06-30 6:00,28.2,31.2,0,NaN,14,25.6,70,28,NaN,0
2024-06-30 7:00,28,31.4,0,NaN,11.6,21.6,71,0,NaN,13
2024-06-30 8:00,28.1,31.6,0,NaN,13.2,22.7,74,2,NaN,136
2024-06-30 9:00,29.2,32.8,0,NaN,12.2,23.8,69,0,NaN,327
2024-06-30 10:00,30.5,34.4,0,NaN,10.4,23.4,64,0,NaN,525
2024-06-30 11:00,32.1,36.8,0,NaN,9.6,22.3,57,7,NaN,703
2024-06-30 12:00,33.3,39.1,0,NaN,7.6,21.6,53,2,NaN,843
2024-06-30 13:00,34.4,40.8,0,NaN,6.4,19.8,49,18,NaN,931
2024-06-30 14:00,35.1,41.5,0,NaN,6.9,19.8,47,12,NaN,958
2024-06-30 15:00,35.9,41.5,0,NaN,8.9,20.9,44,2,NaN,934
2024-06-30 16:00,36.1,40.5,0,NaN,9.7,22,41,20,NaN,808
2024-06-30 17:00,36.1,39.2,0,NaN,9.6,21.6,40,9,NaN,630
2024-06-30 18:00,35.9,38,0,NaN,12.2,22.3,40,6,NaN,499
2024-06-30 19:00,35.4,37.4,0,NaN,11.4,22.7,40,9,NaN,320
2024-06-30 20:00,34.1,36.8,0,NaN,10,20.2,46,46,NaN,139
2024-06-30 21:00,32.5,35.3,0,NaN,11.1,16.2,52,94,NaN,14
2024-06-30 22:00,31.6,33.6,0,NaN,15.4,23.8,53,91,NaN,0
2024-06-30 23:00,30.9,33.3,0,NaN,12.9,24.1,55,100,NaN,0
2024-07-01 0:00,30.1,33.4,0,NaN,9.8,20.2,61,100,NaN,0
2024-07-01 1:00,29.6,33.2,0,NaN,10.4,16.6,65,100,NaN,0
2024-07-01 2:00,29.1,32.9,0,NaN,9,16.6,67,100,NaN,0
2024-07-01 3:00,28.2,32.5,0,NaN,6.2,13.7,71,78,NaN,0
2024-07-01 4:00,27.7,31.9,0,NaN,6.8,10.1,73,12,NaN,0
2024-07-01 5:00,27.3,31.5,0,NaN,6.9,10.8,75,8,NaN,0
2024-07-01 6:00,27,31,0,NaN,6.9,11.2,75,5,NaN,0
2024-07-01 7:00,27.2,31.1,0,NaN,7.9,11.5,74,12,NaN,13
2024-07-01 8:00,28.9,32.9,0,NaN,10,16.9,71,77,NaN,136
2024-07-01 9:00,30.5,34.3,0,NaN,11.2,21.2,64,99,NaN,319
2024-07-01 10:00,32,35.7,0,NaN,11.7,23,58,99,NaN,482
2024-07-01 11:00,33.4,37.4,0,NaN,11.7,24.8,53,99,NaN,654
2024-07-01 12:00,34.4,39.6,0,NaN,10,24.5,49,4,NaN,819
2024-07-01 13:00,35.1,40.4,0,NaN,10.1,23,46,93,NaN,901
2024-07-01 14:00,35.7,40.6,0,NaN,9.7,23,43,100,NaN,868
2024-07-01 15:00,36.1,40.6,0,NaN,9.8,23,41,100,NaN,845
2024-07-01 16:00,36.5,40.4,0,NaN,10.6,22.7,39,95,NaN,796
2024-07-01 17:00,36.7,39.5,0,NaN,12.6,24.1,38,97,NaN,693
2024-07-01 18:00,36.4,38,0,NaN,14.8,25.9,38,11,NaN,511
2024-07-01 19:00,35.7,37.1,0,NaN,16,26.6,39,4,NaN,318
2024-07-01 20:00,34.5,36.4,0,NaN,13.5,24.8,43,5,NaN,136
2024-07-01 21:00,33,35,0,NaN,13.3,21.6,47,1,NaN,14
2024-07-01 22:00,32,34.1,0,NaN,14.5,22.3,51,0,NaN,0
2024-07-01 23:00,31.1,33.3,0,NaN,17.2,26.3,57,0,NaN,0
2024-07-02 0:00,30.1,32.7,0,NaN,18.1,28.4,64,0,NaN,0
2024-07-02 1:00,29.4,32.4,0,NaN,17.6,28.4,69,0,NaN,0
2024-07-02 2:00,29,32.1,0,NaN,18,28.8,72,0,NaN,0
2024-07-02 3:00,28.6,31.6,0,NaN,15.7,28.4,70,0,NaN,0
2024-07-02 4:00,27.8,31,0,NaN,12.7,24.1,71,0,NaN,0
2024-07-02 5:00,27.3,30.3,0,NaN,11.2,19.8,71,0,NaN,0
2024-07-02 6:00,26.9,29.8,0,NaN,9.8,17.3,70,0,NaN,0
2024-07-02 7:00,27,29.4,0,NaN,11.1,16.9,67,0,NaN,13
2024-07-02 8:00,28.3,31.4,0,NaN,10.9,19.1,67,0,NaN,136
2024-07-02 9:00,30,33.1,0,NaN,12.6,22.7,62,0,NaN,327
2024-07-02 10:00,31.7,35.2,0,NaN,12.7,24.8,59,0,NaN,524
2024-07-02 11:00,33.6,37.7,0,NaN,13.8,26.6,53,0,NaN,700
2024-07-02 12:00,35,38.9,0,NaN,17,31.7,47,0,NaN,839
2024-07-02 13:00,35.9,39.5,0,NaN,19.1,34.9,43,0,NaN,929
2024-07-02 14:00,36.6,40,0,NaN,19.8,36.4,40,0,NaN,960
2024-07-02 15:00,37.2,40,0,NaN,20.5,36.7,37,0,NaN,933
2024-07-02 16:00,37.5,39.3,0,NaN,21,37.1,34,0,NaN,847
2024-07-02 17:00,37.4,37.8,0,NaN,22.8,38.5,32,0,NaN,709
2024-07-02 18:00,36.9,36.4,0,NaN,23.1,39.2,33,0,NaN,536
2024-07-02 19:00,36,36.4,0,NaN,21.3,38.5,38,0,NaN,339
2024-07-02 20:00,34.3,35.6,0,NaN,19.9,32.8,45,0,NaN,145
2024-07-02 21:00,33.3,34.6,0,NaN,20.3,32.8,48,0,NaN,15
2024-07-02 22:00,32.4,33.9,0,NaN,19.5,32,51,0,NaN,0
2024-07-02 23:00,31.6,33.3,0,NaN,18.1,31,53,0,NaN,0
2024-07-03 0:00,30.7,32.8,0,NaN,16.6,28.1,57,0,NaN,0
2024-07-03 1:00,29.9,32.3,0,NaN,13.7,25.9,59,0,NaN,0
2024-07-03 2:00,29.5,31.4,0,NaN,14.9,23.4,58,0,NaN,0
2024-07-03 3:00,29.1,30.5,0,NaN,16.7,25.9,58,0,NaN,0
2024-07-03 4:00,28.8,29.9,0,NaN,18.7,29.2,58,0,NaN,0
2024-07-03 5:00,28.4,29.6,0,NaN,17.4,29.5,59,0,NaN,0
2024-07-03 6:00,27.9,29.5,0,NaN,14.2,27.4,60,0,NaN,0
2024-07-03 7:00,27.7,29.7,0,NaN,13.4,22.3,63,0,NaN,12
2024-07-03 8:00,28.6,31.6,0,NaN,11.2,22,66,49,NaN,133
2024-07-03 9:00,30.1,33.2,0,NaN,12.8,23.4,62,10,NaN,322
2024-07-03 10:00,31.6,34.7,0,NaN,13.3,25.9,58,28,NaN,518
2024-07-03 11:00,33.1,36.5,0,NaN,13.7,27,50,15,NaN,696
2024-07-03 12:00,34.3,38,0,NaN,14.1,28.4,46,0,NaN,837
2024-07-03 13:00,35.2,39.2,0,NaN,14.4,28.8,42,0,NaN,926
2024-07-03 14:00,36,40,0,NaN,15.2,29.9,40,0,NaN,962
2024-07-03 15:00,36.6,40.3,0,NaN,15.6,29.9,38,0,NaN,932
2024-07-03 16:00,36.9,39.7,0,NaN,17.3,31.7,37,5,NaN,845
2024-07-03 17:00,36.7,38.4,0,NaN,17.9,32,37,10,NaN,670
2024-07-03 18:00,36.4,37.1,0,NaN,18.2,32.4,36,7,NaN,500
2024-07-03 19:00,35.7,36.4,0,NaN,18.5,31,38,6,NaN,324
2024-07-03 20:00,34.1,35.5,0,NaN,16.4,29.2,43,41,NaN,136
2024-07-03 21:00,32.6,34.3,0,NaN,14.1,26.3,47,4,NaN,15
2024-07-03 22:00,31.6,32.5,0,NaN,19.7,28.4,49,1,NaN,0
2024-07-03 23:00,31.4,32.2,0,NaN,21.4,36.4,51,1,NaN,0
2024-07-04 0:00,30.7,32,0,NaN,18.2,33.5,54,1,NaN,0
2024-07-04 1:00,30.1,31.8,0,NaN,15.9,28.4,56,0,NaN,0
2024-07-04 2:00,29.6,31.4,0,NaN,15.5,24.8,57,2,NaN,0
2024-07-04 3:00,29.3,30.7,0,NaN,16.9,26.3,58,1,NaN,0
2024-07-04 4:00,28.9,30.2,0,NaN,17.3,27.4,59,0,NaN,0
2024-07-04 5:00,28.5,30,0,NaN,17.7,28.1,62,0,NaN,0
2024-07-04 6:00,28,30.1,0,NaN,17,28.1,67,0,NaN,0
2024-07-04 7:00,27.9,30.5,0,NaN,16,26.6,71,0,NaN,11
2024-07-04 8:00,28.1,31.3,0,NaN,15.1,25.6,74,0,NaN,131
2024-07-04 9:00,29.4,32.8,0,NaN,15.7,28.4,69,0,NaN,320
2024-07-04 10:00,30.9,34.4,0,NaN,14.9,28.4,64,0,NaN,516
2024-07-04 11:00,32.4,36.7,0,NaN,14.4,28.8,58,0,NaN,693
2024-07-04 12:00,33.9,38.8,0,NaN,13.7,28.4,52,1,NaN,832
2024-07-04 13:00,35,40,0,NaN,13.2,27.7,47,8,NaN,905
2024-07-04 14:00,35.8,40.8,0,NaN,13.5,27.7,45,7,NaN,932
2024-07-04 15:00,36.4,41.2,0,NaN,13,28.1,43,5,NaN,906
2024-07-04 16:00,36.9,40.7,0,NaN,14,27.7,41,6,NaN,807
2024-07-04 17:00,36.8,40,0,NaN,12.6,27.7,40,12,NaN,666
2024-07-04 18:00,36.7,39.3,0,NaN,11.4,24.5,40,13,NaN,495
2024-07-04 19:00,36.5,39.3,0,NaN,8.7,21.2,40,26,NaN,304
2024-07-04 20:00,34.3,37.1,0,NaN,11.5,24.5,46,26,NaN,128
2024-07-04 21:00,33.5,36.4,0,NaN,10.1,18.4,48,36,NaN,13
2024-07-04 22:00,32.5,35,0,NaN,12.4,19.1,50,13,NaN,0
2024-07-04 23:00,31.7,33.7,0,NaN,14.4,22.7,52,3,NaN,0
2024-07-05 0:00,30.9,33.1,0,NaN,13.1,22.7,54,3,NaN,0
2024-07-05 1:00,30.4,32,0,NaN,16,25.6,54,1,NaN,0
2024-07-05 2:00,29.8,32.1,0,NaN,10.7,24.5,55,1,NaN,0
2024-07-05 3:00,29.4,31.5,0,NaN,11.2,18.4,56,0,NaN,0
2024-07-05 4:00,28.8,31.3,0,NaN,7.5,16.9,57,0,NaN,0
2024-07-05 5:00,28.4,30.9,0,NaN,7.3,11.9,58,0,NaN,0
2024-07-05 6:00,27.9,30.8,0,NaN,6.5,11.2,62,0,NaN,0
2024-07-05 7:00,28,31.7,0,NaN,5.8,9.7,67,0,NaN,11
2024-07-05 8:00,28.7,32.9,0,NaN,5.5,11.5,68,36,NaN,127
2024-07-05 9:00,29.4,33.2,0,NaN,8.8,18.7,66,57,NaN,268
2024-07-05 10:00,27.7,32,5.4,NaN,7.2,18.7,75,88,NaN,383
2024-07-05 11:00,27.9,32.2,1,NaN,7.9,22,74,6,NaN,366
2024-07-05 12:00,30.4,35.5,2.4,NaN,12.6,24.8,68,56,NaN,745
2024-07-05 13:00,31.5,37.3,0,NaN,13,27.4,65,48,NaN,841
2024-07-05 14:00,32.8,38.4,0.1,NaN,15.4,29.5,60,51,NaN,866
2024-07-05 15:00,33,37.5,0,NaN,14.1,29.9,58,100,NaN,687
2024-07-05 16:00,32.7,36.3,0,NaN,11.8,28.4,55,98,NaN,438
2024-07-05 17:00,33.4,35.9,0,NaN,13.5,25.2,49,98,NaN,455
2024-07-05 18:00,33.6,35,0,NaN,13.1,27,42,93,NaN,403
2024-07-05 19:00,33.4,35.5,0,NaN,9.8,22.3,44,100,NaN,273
2024-07-05 20:00,27.3,26.8,0,NaN,15.7,31.7,48,100,NaN,43
2024-07-05 21:00,26.9,27.5,0,NaN,9,23.8,50,20,NaN,3
2024-07-05 22:00,25.9,26,0,NaN,12.8,19.8,54,1,NaN,0
2024-07-05 23:00,25,25.5,0,NaN,12.7,19.4,60,17,NaN,0
2024-07-06 0:00,24.3,25.4,0,NaN,11.5,20.5,67,1,NaN,0
2024-07-06 1:00,23.9,25,0,NaN,9.4,17.6,66,0,NaN,0
2024-07-06 2:00,23.6,24.3,0,NaN,9.7,14.8,63,0,NaN,0
2024-07-06 3:00,23.2,23.6,0,NaN,9.8,15.1,61,0,NaN,0
2024-07-06 4:00,22.8,23,0,NaN,9.8,15.5,61,0,NaN,0
2024-07-06 5:00,22.5,22.8,0,NaN,8.7,15.5,62,0,NaN,0
2024-07-06 6:00,22.1,22.9,0,NaN,6.2,13.3,65,0,NaN,0
2024-07-06 7:00,22,22.7,0,NaN,8.4,11.9,67,2,NaN,11
2024-07-06 8:00,24.1,27.4,0,NaN,4.5,10.8,78,9,NaN,129
2024-07-06 9:00,26.1,29.4,0,NaN,6.8,15.8,73,5,NaN,314
2024-07-06 10:00,27.8,31.4,0,NaN,6.1,16.9,68,3,NaN,513
2024-07-06 11:00,29.1,34,0,NaN,5.1,16.6,64,0,NaN,693
2024-07-06 12:00,30.3,36.2,0,NaN,5.2,18,60,19,NaN,834
2024-07-06 13:00,31.3,37.3,0,NaN,6.3,18.4,56,15,NaN,924
2024-07-06 14:00,32.1,37.2,0,NaN,8.6,21.2,52,13,NaN,898
2024-07-06 15:00,32.5,37.1,0,NaN,10.8,23.8,50,13,NaN,880
2024-07-06 16:00,32.6,36.4,0,NaN,13,25.9,51,5,NaN,793
2024-07-06 17:00,32.6,35.6,0,NaN,13.2,26.3,49,1,NaN,688
2024-07-06 18:00,32.5,34.4,0,NaN,13.8,26.3,48,13,NaN,518
2024-07-06 19:00,32.1,34.1,0,NaN,13,24.8,49,10,NaN,333
2024-07-06 20:00,31,33.2,0,NaN,13,25.2,53,81,NaN,131
2024-07-06 21:00,29.4,31.3,0,NaN,15.1,23,59,100,NaN,13
2024-07-06 22:00,28.9,31.2,0,NaN,12.9,23,61,100,NaN,0
2024-07-06 23:00,28.6,31.2,0,NaN,11.9,20.2,63,100,NaN,0
2024-07-07 0:00,28,30.7,0,NaN,11.8,18.7,66,100,NaN,0
2024-07-07 1:00,27.6,30.3,0,NaN,12.1,18.4,68,100,NaN,0
2024-07-07 2:00,27.3,29.8,0,NaN,13,19.8,69,100,NaN,0
2024-07-07 3:00,27,29.6,0,NaN,12.5,20.9,70,100,NaN,0
2024-07-07 4:00,26.6,29.4,0,NaN,11.2,19.1,72,88,NaN,0
2024-07-07 5:00,26.1,29.1,0,NaN,9.8,17.3,74,83,NaN,0
2024-07-07 6:00,25.5,28.5,0,NaN,9.7,16.6,77,97,NaN,0
2024-07-07 7:00,25.5,28.6,0,NaN,10,15.1,77,13,NaN,10
2024-07-07 8:00,27.1,31.7,0,NaN,8.3,16.2,81,11,NaN,126
2024-07-07 9:00,27.9,33.1,0,NaN,5.3,16.9,78,42,NaN,303
2024-07-07 10:00,25.6,29.8,0.5,NaN,7.9,32.4,84,77,NaN,347
2024-07-07 11:00,28.2,33,0,NaN,8.9,19.8,78,17,NaN,391
2024-07-07 12:00,31.2,36.7,0.1,NaN,11.6,24.1,65,21,NaN,750
2024-07-07 13:00,32.6,38.8,0,NaN,10,24.8,60,31,NaN,862
2024-07-07 14:00,32.9,40.1,0.1,NaN,4.7,22.7,58,90,NaN,867
2024-07-07 15:00,33.2,39.7,0.1,NaN,7.1,18.4,56,30,NaN,862
2024-07-07 16:00,33.5,38.4,0,NaN,12,24.1,55,18,NaN,740
2024-07-07 17:00,33.6,37.1,0,NaN,15.6,28.4,54,17,NaN,622
2024-07-07 18:00,33.2,35.6,0,NaN,18.5,31.7,53,16,NaN,489
2024-07-07 19:00,32.6,34.3,0,NaN,20.5,33.5,53,21,NaN,301
2024-07-07 20:00,30,31.5,0,NaN,21.4,35.3,60,18,NaN,135
2024-07-07 21:00,28.1,29.4,0,NaN,21,37.1,66,8,NaN,14
2024-07-07 22:00,27.2,29.9,0,NaN,12.4,32.8,70,100,NaN,0
2024-07-07 23:00,26.7,29.6,0,NaN,13.4,20.5,75,100,NaN,0
2024-07-08 0:00,26.4,30.2,0,NaN,10.3,21.2,80,98,NaN,0
2024-07-08 1:00,26.2,31.1,0,NaN,4.4,15.8,83,23,NaN,0
2024-07-08 2:00,24.4,27.3,0,NaN,10.8,32.8,82,77,NaN,0
2024-07-08 3:00,25.1,27.7,0,NaN,16.3,24.5,84,75,NaN,0
2024-07-08 4:00,25.4,27.9,0,NaN,21,31.7,87,99,NaN,0
2024-07-08 5:00,25.2,27.4,0,NaN,17.9,35.3,82,100,NaN,0
2024-07-08 6:00,24.8,27.9,0,NaN,10.9,28.1,83,100,NaN,0
2024-07-08 7:00,24.9,28.2,0,NaN,10.8,17.3,83,100,NaN,6
2024-07-08 8:00,24.3,27.6,2,NaN,14.3,23,91,100,NaN,33
2024-07-08 9:00,23.6,25.2,3.1,NaN,22.9,36.7,92,100,NaN,101
2024-07-08 10:00,23.6,25.1,1.6,NaN,20.4,38.2,86,100,NaN,163
2024-07-08 11:00,23.9,26.2,0.3,NaN,17.7,33.1,88,100,NaN,159
2024-07-08 12:00,26,27.8,0,NaN,23,36.4,81,100,NaN,392
2024-07-08 13:00,27.6,28.7,0,NaN,28.4,47.5,73,100,NaN,612
2024-07-08 14:00,26.9,27.7,0,NaN,28.9,49,75,100,NaN,488
2024-07-08 15:00,26,27.8,1.1,NaN,24.2,48.2,82,100,NaN,219
2024-07-08 16:00,25.2,26.7,1.6,NaN,26.2,41,87,100,NaN,131
2024-07-08 17:00,24,25,2,NaN,24.8,45.4,85,100,NaN,69
2024-07-08 18:00,23.5,24.4,1.4,NaN,22.9,39.2,85,100,NaN,86
2024-07-08 19:00,23.2,24.1,0.9,NaN,22.4,36.7,85,100,NaN,36
2024-07-08 20:00,24.6,26.9,0.8,NaN,16.9,44.6,84,3,NaN,27
2024-07-08 21:00,23.6,25.8,0.2,NaN,15.2,27.4,86,0,NaN,14
2024-07-08 22:00,23,25,0,NaN,13.5,23.8,84,3,NaN,0
2024-07-08 23:00,22.7,24.7,0,NaN,13,22,86,4,NaN,0
2024-07-09 0:00,22.3,24.8,0,NaN,10.9,20.5,89,1,NaN,0
2024-07-09 1:00,22.1,24.8,0,NaN,10.8,17.3,92,0,NaN,0
2024-07-09 2:00,22,24.4,0,NaN,13.3,20.9,94,0,NaN,0
2024-07-09 3:00,21.8,24.4,0,NaN,11.1,20.9,94,0,NaN,0
2024-07-09 4:00,21.5,24.2,0,NaN,9.6,17.6,95,0,NaN,0
2024-07-09 5:00,21.2,24.2,0,NaN,7.5,15.1,95,0,NaN,0
2024-07-09 6:00,20.9,24,0,NaN,6.2,12.2,96,0,NaN,0
2024-07-09 7:00,21.2,24.4,0,NaN,6.9,10.4,96,0,NaN,10
2024-07-09 8:00,22.8,26,0,NaN,8.4,15.8,90,0,NaN,129
2024-07-09 9:00,24.6,27.7,0,NaN,8.5,18.4,79,0,NaN,321
2024-07-09 10:00,26.5,29.5,0,NaN,8.2,19.4,70,0,NaN,523
2024-07-09 11:00,28.2,32,0,NaN,10.4,22.7,65,1,NaN,702
2024-07-09 12:00,29.9,33.9,0,NaN,12.5,25.9,58,9,NaN,840
2024-07-09 13:00,31.3,35,0,NaN,14.2,28.1,51,17,NaN,904
2024-07-09 14:00,32.2,34.8,0,NaN,16.2,31,44,9,NaN,904
2024-07-09 15:00,32.8,34.8,0,NaN,16.6,32,39,15,NaN,901
2024-07-09 16:00,32.8,33.9,0,NaN,15.7,31.3,38,14,NaN,766
2024-07-09 17:00,32.8,33.9,0,NaN,13.6,29.9,38,16,NaN,687
2024-07-09 18:00,32.4,32.8,0,NaN,12.5,25.9,39,7,NaN,513
2024-07-09 19:00,31.9,32.7,0,NaN,10.2,23,40,1,NaN,326
2024-07-09 20:00,30.9,34.2,0,NaN,4.4,15.1,53,7,NaN,138
2024-07-09 21:00,28.9,31.2,0,NaN,8,10.8,56,5,NaN,14
2024-07-09 22:00,27.9,29.8,0,NaN,13.8,21.6,62,59,NaN,0
2024-07-09 23:00,27.1,28.8,0,NaN,13.5,21.6,64,3,NaN,0
2024-07-10 0:00,26.2,28.6,0,NaN,10.6,21.2,69,6,NaN,0
2024-07-10 1:00,25.6,28.2,0,NaN,9.7,16.6,72,6,NaN,0
2024-07-10 2:00,25.2,27.7,0,NaN,9.8,15.1,74,3,NaN,0
2024-07-10 3:00,25,27.4,0,NaN,9,15.1,73,0,NaN,0
2024-07-10 4:00,24.2,27.1,0,NaN,6.3,14,76,0,NaN,0
2024-07-10 5:00,24.1,26.9,0,NaN,7.1,10.4,78,0,NaN,0
2024-07-10 6:00,24.8,28.2,0,NaN,2.5,8.3,73,0,NaN,0
2024-07-10 7:00,23.6,27.6,0,NaN,1.8,3.2,85,3,NaN,10
2024-07-10 8:00,26.4,30.1,0,NaN,6.1,12.2,74,25,NaN,110
2024-07-10 9:00,28.2,32.8,0,NaN,0.4,11.9,67,38,NaN,292
2024-07-10 10:00,29.9,34,0,NaN,4.2,13.3,61,29,NaN,456
2024-07-10 11:00,31.4,35.5,0,NaN,6.5,19.4,56,21,NaN,614
2024-07-10 12:00,32.4,37.4,0,NaN,4,21.6,52,26,NaN,730
2024-07-10 13:00,32.4,36.8,0,NaN,6.8,19.8,49,34,NaN,775
2024-07-10 14:00,31.2,35.2,1.8,NaN,12.1,27.4,59,37,NaN,684
2024-07-10 15:00,31.1,34.5,0.1,NaN,15.3,32.4,54,58,NaN,804
2024-07-10 16:00,32.4,36.2,0,NaN,1.8,29.9,45,44,NaN,636
2024-07-10 17:00,32.6,35.2,0,NaN,5.3,15.8,44,31,NaN,563
2024-07-10 18:00,32.1,34.3,0,NaN,10.2,19.8,48,17,NaN,498
2024-07-10 19:00,30.9,33,0,NaN,14.8,26.3,55,14,NaN,310
2024-07-10 20:00,28.9,31.4,0,NaN,14.1,27,64,26,NaN,94
2024-07-10 21:00,28.2,30.9,0,NaN,12.3,22.7,66,5,NaN,13
2024-07-10 22:00,27.6,30.6,0,NaN,12.4,19.8,71,1,NaN,0
2024-07-10 23:00,27.3,30.6,0,NaN,12,19.1,74,1,NaN,0
2024-07-11 0:00,26.8,30.7,0,NaN,8.4,18.4,77,0,NaN,0
2024-07-11 1:00,25.8,30.2,0,NaN,6,13,82,0,NaN,0
2024-07-11 2:00,25.1,29.5,0,NaN,5.1,8.6,86,0,NaN,0
2024-07-11 3:00,24.4,28.8,0,NaN,5.3,7.9,89,0,NaN,0
2024-07-11 4:00,23.9,28.2,0,NaN,5.4,8.6,91,0,NaN,0
2024-07-11 5:00,23.6,27.6,0,NaN,6.8,10.1,91,0,NaN,0
2024-07-11 6:00,23.3,27.2,0,NaN,5.9,10.4,90,0,NaN,0
2024-07-11 7:00,23.5,27.3,0,NaN,5.4,9,88,0,NaN,9
2024-07-11 8:00,26.1,29.1,0,NaN,7.7,14.8,72,45,NaN,116
2024-07-11 9:00,28.1,31.1,0,NaN,7.7,16.9,63,44,NaN,297
2024-07-11 10:00,30.6,33.4,0,NaN,7.6,18.4,53,32,NaN,504
2024-07-11 11:00,32.6,35,0,NaN,9.9,22.3,43,20,NaN,693
2024-07-11 12:00,33.6,36.9,0,NaN,8.7,22.3,40,29,NaN,826
2024-07-11 13:00,34.4,38.5,0,NaN,8,21.2,38,42,NaN,929
2024-07-11 14:00,35,39.1,0,NaN,7.8,20.9,37,22,NaN,927
2024-07-11 15:00,35.4,39.1,0,NaN,8.1,20.9,35,9,NaN,903
2024-07-11 16:00,35.6,38.5,0,NaN,9.2,21.6,34,6,NaN,829
2024-07-11 17:00,35.3,37.1,0,NaN,11.9,24.1,35,7,NaN,697
2024-07-11 18:00,34.7,35.4,0,NaN,14.2,26.3,37,12,NaN,524
2024-07-11 19:00,33.4,34.1,0,NaN,16.3,27.4,41,11,NaN,313
2024-07-11 20:00,32.5,33.2,0,NaN,16.8,29.9,43,18,NaN,126
2024-07-11 21:00,30.8,32,0,NaN,14.4,26.6,49,1,NaN,14
2024-07-11 22:00,29.8,30.8,0,NaN,14.5,23.4,50,0,NaN,0
2024-07-11 23:00,28.8,30.1,0,NaN,11.8,22.3,53,0,NaN,0
2024-07-12 0:00,27.7,29.2,0,NaN,13.2,20.9,59,0,NaN,0
2024-07-12 1:00,26.9,28.4,0,NaN,13.9,22,63,0,NaN,0
2024-07-12 2:00,26.1,27.9,0,NaN,11.8,21.6,66,0,NaN,0
2024-07-12 3:00,25.5,26.9,0,NaN,14.2,22,69,0,NaN,0
2024-07-12 4:00,25,26.7,0,NaN,12,22.3,70,0,NaN,0
2024-07-12 5:00,24.6,26.8,0,NaN,8.3,18.4,71,0,NaN,0
2024-07-12 6:00,24.4,26.8,0,NaN,9.4,14.4,75,0,NaN,0
2024-07-12 7:00,24.6,27.4,0,NaN,8.9,14.8,77,0,NaN,9
2024-07-12 8:00,26.7,30.6,0,NaN,6.4,13,75,0,NaN,125
2024-07-12 9:00,28.8,33.1,0,NaN,5.5,14.4,68,0,NaN,317
2024-07-12 10:00,30.5,33.8,0,NaN,9.7,20.9,59,0,NaN,518
2024-07-12 11:00,31.9,34.8,0,NaN,12.4,25.9,50,1,NaN,697
2024-07-12 12:00,33.1,36.6,0,NaN,12.4,27,45,12,NaN,828
2024-07-12 13:00,33.9,37.6,0,NaN,13.2,27.7,43,7,NaN,907
2024-07-12 14:00,34.6,38,0,NaN,15.1,30.6,41,8,NaN,949
2024-07-12 15:00,35.1,38.4,0,NaN,14.6,31,39,14,NaN,919
2024-07-12 16:00,35.2,37.4,0,NaN,18.2,33.8,39,16,NaN,830
2024-07-12 17:00,34.5,35.6,0,NaN,20.4,37.1,41,37,NaN,660
2024-07-12 18:00,33.4,34.2,0,NaN,20.1,36.4,45,31,NaN,456
2024-07-12 19:00,32.3,33.4,0,NaN,19.3,35.3,49,34,NaN,290
2024-07-12 20:00,31.6,32.6,0,NaN,19.6,32.8,50,14,NaN,128
2024-07-12 21:00,30.4,32,0,NaN,14.8,31.7,53,17,NaN,13
2024-07-12 22:00,29.3,30.9,0,NaN,17.2,26.6,59,32,NaN,0
2024-07-12 23:00,28.1,29.8,0,NaN,15.6,28.1,63,23,NaN,0
2024-07-13 0:00,27.2,29.1,0,NaN,13.5,24.1,66,96,NaN,0
2024-07-13 1:00,26.6,28.4,0,NaN,13,21.2,66,95,NaN,0
2024-07-13 2:00,26,27.9,0,NaN,11.5,20.5,67,23,NaN,0
2024-07-13 3:00,25.4,27.4,0,NaN,10.8,18.4,70,0,NaN,0
2024-07-13 4:00,24.9,27,0,NaN,11.5,18.4,73,0,NaN,0
2024-07-13 5:00,24.6,27.1,0,NaN,10.1,18.4,77,0,NaN,0
2024-07-13 6:00,24.2,27.1,0,NaN,9.4,15.8,81,0,NaN,0
2024-07-13 7:00,24.3,27.5,0,NaN,9.4,14.8,83,0,NaN,8
2024-07-13 8:00,25.9,29,0,NaN,11.3,19.8,78,0,NaN,122
2024-07-13 9:00,27.6,30.4,0,NaN,13.2,24.5,70,0,NaN,313
2024-07-13 10:00,29.5,31.6,0,NaN,16.3,30.2,61,8,NaN,511
2024-07-13 11:00,31.1,33.4,0,NaN,16.3,33.1,53,12,NaN,666
2024-07-13 12:00,32.4,35.5,0,NaN,14.7,32.8,49,15,NaN,792
2024-07-13 13:00,33.2,36.7,0,NaN,14.3,30.2,47,25,NaN,842
