latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,
32.794376,-96.8215,144,-18000,America/Chicago,GMT-5,,,,,
,,,,,,,,,,
time,temperature_2m (°C),apparent_temperature (°C),precipitation (mm),precipitation_probability (undefined),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),cloud_cover (%),uv_index (undefined),shortwave_radiation (W/m²)
2024-01-01 0:00,6.4,1.4,0,NaN,20.3,31.3,64,0,NaN,0
2024-01-01 1:00,5,-0.1,0,NaN,20,31.7,68,18,NaN,0
2024-01-01 2:00,3.8,-1.6,0,NaN,20.7,32.8,68,2,NaN,0
2024-01-01 3:00,2.9,-2.4,0,NaN,19.7,32.4,70,24,NaN,0
2024-01-01 4:00,2.3,-2.9,0,NaN,18.9,31,70,0,NaN,0
2024-01-01 5:00,1.7,-3.4,0,NaN,17.4,29.9,71,0,NaN,0
2024-01-01 6:00,1.2,-3.9,0,NaN,17,27.7,71,0,NaN,0
2024-01-01 7:00,0.8,-4.3,0,NaN,17,27,72,0,NaN,0
2024-01-01 8:00,0.1,-4.9,0,NaN,17,27,80,0,NaN,0
2024-01-01 9:00,0.1,-4.8,0,NaN,16,27,79,0,NaN,10
2024-01-01 10:00,1.4,-3.6,0,NaN,17.1,28.8,73,0,NaN,135
2024-01-01 11:00,3,-1.8,0,NaN,16.2,30.6,68,0,NaN,309
2024-01-01 12:00,4.7,0.1,0,NaN,14.8,29.9,63,0,NaN,455
2024-01-01 13:00,6.2,2,0,NaN,13.2,28.8,60,0,NaN,550
2024-01-01 14:00,7.4,3.6,0,NaN,12.1,27,57,0,NaN,584
2024-01-01 15:00,8.3,4.5,0,NaN,11.7,25.6,56,0,NaN,553
2024-01-01 16:00,8.8,4.9,0,NaN,12.2,24.8,55,0,NaN,460
2024-01-01 17:00,8.7,5.1,0,NaN,10.4,24.1,55,0,NaN,315
2024-01-01 18:00,7.8,4.6,0,NaN,7.7,19.8,60,0,NaN,141
2024-01-01 19:00,5.1,2,0,NaN,7.5,12.2,73,0,NaN,11
2024-01-01 20:00,4.2,1.2,0,NaN,6.9,10.4,79,0,NaN,0
2024-01-01 21:00,3.2,0.2,0,NaN,6.4,10.4,85,0,NaN,0
2024-01-01 22:00,2.8,-0.2,0,NaN,6.6,9.7,86,0,NaN,0
2024-01-01 23:00,2.2,-0.8,0,NaN,6.4,10.1,89,0,NaN,0
2024-01-02 0:00,1.6,-1.6,0,NaN,7.4,9.7,91,0,NaN,0
2024-01-02 1:00,1.4,-1.8,0,NaN,7.1,9.7,91,16,NaN,0
2024-01-02 2:00,0.8,-2.8,0,NaN,9.7,11.5,93,100,NaN,0
2024-01-02 3:00,1.4,-1.6,0,NaN,6.6,11.5,92,100,NaN,0
2024-01-02 4:00,1.4,-1.7,0,NaN,6.6,10.1,91,58,NaN,0
2024-01-02 5:00,0.9,-2.2,0,NaN,6.6,10.1,91,93,NaN,0
2024-01-02 6:00,0.8,-2.4,0,NaN,6.6,9.4,91,99,NaN,0
2024-01-02 7:00,1.2,-1.9,0,NaN,6,9,90,100,NaN,0
2024-01-02 8:00,0.8,-2.7,0,NaN,8.5,13,87,99,NaN,0
2024-01-02 9:00,1.2,-2.6,0,NaN,10.5,15.5,84,98,NaN,7
2024-01-02 10:00,2.8,-0.8,0,NaN,9.5,17.6,76,93,NaN,99
2024-01-02 11:00,4.6,0.8,0,NaN,10.4,20.5,68,100,NaN,243
2024-01-02 12:00,6.2,2.5,0,NaN,10.3,21.6,63,99,NaN,372
2024-01-02 13:00,7.7,4.2,0,NaN,9.5,22,58,98,NaN,469
2024-01-02 14:00,8.6,5.3,0,NaN,8,21.6,55,100,NaN,420
2024-01-02 15:00,8.9,4.8,0,NaN,13.4,24.5,54,100,NaN,274
2024-01-02 16:00,8.4,5,0,NaN,9,24.8,56,97,NaN,102
2024-01-02 17:00,8.6,5.7,0.2,NaN,6.3,16.6,57,90,NaN,169
2024-01-02 18:00,8.1,4.5,0,NaN,11.3,17.6,61,100,NaN,75
2024-01-02 19:00,7.7,5.3,0.1,NaN,3.8,22,66,100,NaN,3
2024-01-02 20:00,6.8,4.1,2.1,NaN,9,17.6,86,100,NaN,0
2024-01-02 21:00,6.6,4.4,2.5,NaN,5.7,14.4,87,100,NaN,0
2024-01-02 22:00,6.4,4.1,3,NaN,7.1,9.4,89,100,NaN,0
2024-01-02 23:00,6.2,3.4,1.1,NaN,10.2,15.5,89,100,NaN,0
2024-01-03 0:00,6,3.6,0.1,NaN,7.2,16.6,88,100,NaN,0
2024-01-03 1:00,6.2,4.1,0,NaN,5.3,11.2,89,100,NaN,0
2024-01-03 2:00,6.2,3.8,0,NaN,7.4,11.9,89,100,NaN,0
2024-01-03 3:00,6.2,3.3,0.1,NaN,10.7,16.6,90,100,NaN,0
2024-01-03 4:00,6,3.1,0,NaN,10.6,18,91,100,NaN,0
2024-01-03 5:00,5.8,3,0,NaN,10.1,16.6,91,100,NaN,0
2024-01-03 6:00,5.7,3,0.1,NaN,8.8,15.8,89,100,NaN,0
2024-01-03 7:00,5.7,3.5,0,NaN,5.5,14,89,100,NaN,0
2024-01-03 8:00,5.5,3.7,0,NaN,2.2,10.1,86,100,NaN,0
2024-01-03 9:00,5.7,3.5,0,NaN,4.8,7.9,86,100,NaN,2
2024-01-03 10:00,6.3,3.9,0,NaN,6.1,12.2,83,100,NaN,42
2024-01-03 11:00,7.1,5,0,NaN,4.3,12.2,79,100,NaN,126
2024-01-03 12:00,8.5,5.8,0,NaN,8.7,18.4,74,91,NaN,275
2024-01-03 13:00,9.5,6.8,0,NaN,9.4,20.5,71,76,NaN,361
2024-01-03 14:00,10.7,8.4,0,NaN,7.5,20.9,67,66,NaN,457
2024-01-03 15:00,11.5,9.5,0,NaN,6,18.7,66,1,NaN,457
2024-01-03 16:00,12,10.2,0,NaN,5.6,16.6,66,1,NaN,419
2024-01-03 17:00,12.1,10.1,0,NaN,6.4,14.8,66,45,NaN,313
2024-01-03 18:00,11,9.5,0,NaN,4.2,13.7,74,5,NaN,138
2024-01-03 19:00,10.7,8.8,0,NaN,5.6,8.6,72,19,NaN,12
2024-01-03 20:00,8.1,6,0,NaN,5.9,7.6,82,0,NaN,0
2024-01-03 21:00,6.2,3.8,0,NaN,7.4,8.3,89,0,NaN,0
2024-01-03 22:00,5.6,3,0,NaN,8,9.7,90,11,NaN,0
2024-01-03 23:00,7.6,6.1,0,NaN,1.3,9.4,81,35,NaN,0
2024-01-04 0:00,6.9,5,0,NaN,4,3.6,85,70,NaN,0
2024-01-04 1:00,4.4,1.5,0,NaN,9.5,11.2,95,14,NaN,0
2024-01-04 2:00,4.1,1.4,0,NaN,8,11.2,95,1,NaN,0
2024-01-04 3:00,3.6,1,0,NaN,7,9,98,0,NaN,0
2024-01-04 4:00,3.8,1.8,0,NaN,4.1,7.9,100,100,NaN,0
2024-01-04 5:00,2.2,-0.1,0,NaN,3.6,5.4,100,100,NaN,0
2024-01-04 6:00,2.4,0.1,0,NaN,4.2,8.3,99,100,NaN,0
2024-01-04 7:00,3.1,0.9,0,NaN,4,8.3,100,99,NaN,0
2024-01-04 8:00,3.5,1,0,NaN,6.5,10.1,100,93,NaN,0
2024-01-04 9:00,3.9,1.1,0,NaN,9.2,13.3,99,34,NaN,7
2024-01-04 10:00,5.3,2.7,0,NaN,8.2,16.2,92,0,NaN,108
2024-01-04 11:00,7.7,5.1,0,NaN,9.2,18.7,82,4,NaN,282
2024-01-04 12:00,10.3,7,0,NaN,14.3,26.6,71,36,NaN,457
2024-01-04 13:00,11.9,8.1,0,NaN,18.1,33.1,64,99,NaN,542
2024-01-04 14:00,12.9,9.1,0,NaN,18.9,33.5,61,97,NaN,538
2024-01-04 15:00,13.8,9.7,0,NaN,20.5,35.6,56,87,NaN,525
2024-01-04 16:00,14.1,9.6,0,NaN,22.7,37.8,54,23,NaN,444
2024-01-04 17:00,14,9.1,0,NaN,24.2,42.5,53,35,NaN,313
2024-01-04 18:00,12.9,9.2,0,NaN,16.5,38.9,58,19,NaN,139
2024-01-04 19:00,11,7.7,0,NaN,13.8,26.3,65,24,NaN,12
2024-01-04 20:00,10.2,7.2,0,NaN,12.1,21.2,71,100,NaN,0
2024-01-04 21:00,10.3,7,0,NaN,14.1,21.2,69,100,NaN,0
2024-01-04 22:00,10.7,6.1,0,NaN,22,34.2,62,100,NaN,0
2024-01-04 23:00,10.4,5.5,0,NaN,22.9,36,63,100,NaN,0
2024-01-05 0:00,9.6,4.6,0.9,NaN,25.3,40,71,94,NaN,0
2024-01-05 1:00,9.2,4.2,0.3,NaN,24.9,40,72,94,NaN,0
2024-01-05 2:00,8.6,6.2,3,NaN,8.6,38.9,80,100,NaN,0
2024-01-05 3:00,8.5,6.5,1.9,NaN,7.5,19.1,86,100,NaN,0
2024-01-05 4:00,8.2,4.8,0.9,NaN,17.4,25.9,88,98,NaN,0
2024-01-05 5:00,7.9,4.1,0.1,NaN,19,31.7,87,100,NaN,0
2024-01-05 6:00,7.8,4.4,0.1,NaN,16.7,29.5,88,100,NaN,0
2024-01-05 7:00,7.4,4.2,0,NaN,15,25.9,90,0,NaN,0
2024-01-05 8:00,6.9,3.7,0,NaN,13.6,24.5,88,98,NaN,0
2024-01-05 9:00,6.6,3.5,0,NaN,12.6,21.6,90,65,NaN,6
2024-01-05 10:00,7.4,4.4,0,NaN,13.3,22,87,1,NaN,125
2024-01-05 11:00,8.9,6.3,0,NaN,11.4,23.8,83,0,NaN,306
2024-01-05 12:00,10.7,8.3,0,NaN,11.2,23,78,0,NaN,456
2024-01-05 13:00,12.3,10,0,NaN,11.8,25.2,73,3,NaN,558
2024-01-05 14:00,13.7,11.4,0,NaN,11.2,24.5,64,46,NaN,564
2024-01-05 15:00,14.5,12,0,NaN,10.4,23.4,57,2,NaN,482
2024-01-05 16:00,14.9,12.2,0,NaN,11.5,22,54,18,NaN,435
2024-01-05 17:00,14.6,11.5,0,NaN,13.5,24.1,54,1,NaN,273
2024-01-05 18:00,13.5,11,0,NaN,8.4,22.7,57,28,NaN,128
2024-01-05 19:00,10.3,7.8,0,NaN,8.4,13.3,67,58,NaN,13
2024-01-05 20:00,8.4,6.1,0,NaN,8.6,15.1,86,39,NaN,0
2024-01-05 21:00,7.4,5.6,0,NaN,6.1,13.3,92,22,NaN,0
2024-01-05 22:00,6.4,4.2,0,NaN,7.2,9.4,94,25,NaN,0
2024-01-05 23:00,6.1,4,0,NaN,6.2,8.6,95,79,NaN,0
2024-01-06 0:00,7.5,4.5,0,NaN,11,16.6,80,100,NaN,0
2024-01-06 1:00,7.5,4.5,0,NaN,10.1,17.6,77,49,NaN,0
2024-01-06 2:00,6.4,3.6,0,NaN,9.2,15.8,84,7,NaN,0
2024-01-06 3:00,5.5,2.9,0,NaN,8.2,14.4,89,18,NaN,0
2024-01-06 4:00,5.1,2.3,0,NaN,8.9,13.3,92,7,NaN,0
2024-01-06 5:00,4.7,1.5,0,NaN,11.5,17.6,92,100,NaN,0
2024-01-06 6:00,4.4,0.9,0,NaN,13,20.9,92,20,NaN,0
2024-01-06 7:00,3.7,0.2,0,NaN,12,20.2,92,12,NaN,0
2024-01-06 8:00,4,0.6,0,NaN,11.1,18.4,90,100,NaN,0
2024-01-06 9:00,4.2,0.7,0,NaN,11.9,18.4,87,100,NaN,7
2024-01-06 10:00,5.4,1.2,0,NaN,15.9,27,78,98,NaN,91
2024-01-06 11:00,6.5,2.1,0,NaN,17.4,31,71,45,NaN,246
2024-01-06 12:00,7.8,3.4,0,NaN,16.8,31,63,46,NaN,389
2024-01-06 13:00,8.7,4.5,0,NaN,16,31,60,71,NaN,511
2024-01-06 14:00,9.5,5.4,0,NaN,15.1,30.2,59,92,NaN,501
2024-01-06 15:00,10.3,5.9,0,NaN,17.7,30.6,54,82,NaN,464
2024-01-06 16:00,11.4,6.9,0,NaN,17.7,32.8,50,100,NaN,365
2024-01-06 17:00,12,7.2,0,NaN,18.9,31,46,88,NaN,218
2024-01-06 18:00,10.6,6.4,0,NaN,16.3,31.3,55,78,NaN,100
2024-01-06 19:00,8.7,5.2,0,NaN,11.8,25.6,64,1,NaN,12
2024-01-06 20:00,7.6,4,0,NaN,15,23.4,79,2,NaN,0
2024-01-06 21:00,7.1,3.4,0,NaN,15,24.5,78,0,NaN,0
2024-01-06 22:00,6.5,3.1,0,NaN,12.7,23.4,79,0,NaN,0
2024-01-06 23:00,5.7,2.6,0,NaN,10.9,20.2,84,0,NaN,0
2024-01-07 0:00,4.9,1.9,0,NaN,9,16.9,87,0,NaN,0
2024-01-07 1:00,4.2,1.2,0,NaN,9,13.7,88,0,NaN,0
2024-01-07 2:00,3.9,0.7,0,NaN,9.5,15.5,89,0,NaN,0
2024-01-07 3:00,3.1,0.1,0,NaN,7.7,15.1,90,0,NaN,0
2024-01-07 4:00,2.1,-1.2,0,NaN,9.1,11.5,91,0,NaN,0
2024-01-07 5:00,1.6,-1.8,0,NaN,9.2,12.2,92,0,NaN,0
2024-01-07 6:00,1.2,-2.3,0,NaN,9.5,12.2,92,0,NaN,0
2024-01-07 7:00,1.3,-2,0,NaN,8.2,11.2,93,0,NaN,0
2024-01-07 8:00,2.5,-0.2,0,NaN,5.7,9.4,92,0,NaN,0
2024-01-07 9:00,0.7,-2.3,0,NaN,6.4,6.8,96,0,NaN,10
2024-01-07 10:00,4.4,1.3,0,NaN,9.6,16.2,87,0,NaN,138
2024-01-07 11:00,8.3,5.3,0,NaN,10.5,19.8,74,12,NaN,318
2024-01-07 12:00,11.3,7.5,0,NaN,16.9,29.2,62,21,NaN,468
2024-01-07 13:00,13,8.1,0,NaN,23,39.2,51,0,NaN,567
2024-01-07 14:00,13.9,8.9,0,NaN,24,41.4,46,0,NaN,603
2024-01-07 15:00,14.4,9.5,0,NaN,23.3,41.4,47,5,NaN,574
2024-01-07 16:00,14.5,9.4,0,NaN,24.1,40.3,47,0,NaN,481
2024-01-07 17:00,14.1,9.2,0,NaN,23.1,40.3,49,0,NaN,335
2024-01-07 18:00,12.8,8.6,0,NaN,18.9,37.4,54,0,NaN,158
2024-01-07 19:00,11,6.5,0,NaN,20.4,32,59,0,NaN,16
2024-01-07 20:00,10.8,5.9,0,NaN,23.7,37.1,62,0,NaN,0
2024-01-07 21:00,10.4,5.1,0,NaN,26,40.7,63,0,NaN,0
2024-01-07 22:00,10,4.4,0,NaN,27.1,42.8,62,0,NaN,0
2024-01-07 23:00,9.6,3.9,0,NaN,28,44.3,62,19,NaN,0
2024-01-08 0:00,9.2,3.6,0,NaN,27.2,44.3,65,100,NaN,0
2024-01-08 1:00,9.6,3.9,0,NaN,28.7,45.4,64,100,NaN,0
2024-01-08 2:00,9.4,3.4,0,NaN,29.4,46.8,61,100,NaN,0
2024-01-08 3:00,9.5,3,0,NaN,31,49,55,100,NaN,0
2024-01-08 4:00,9.8,3.2,0,NaN,30.9,49.7,50,100,NaN,0
2024-01-08 5:00,9.1,3.2,1,NaN,27.3,49,60,100,NaN,0
2024-01-08 6:00,9.8,4,0.6,NaN,28.3,43.6,62,100,NaN,0
2024-01-08 7:00,9.9,4,0.1,NaN,32.6,62.6,73,100,NaN,0
2024-01-08 8:00,10.6,6.5,3.5,NaN,26.4,56.2,90,100,NaN,0
2024-01-08 9:00,12,6.6,0.2,NaN,37.7,58.3,90,100,NaN,2
2024-01-08 10:00,13.1,8.1,0.1,NaN,36.8,61.6,90,97,NaN,39
2024-01-08 11:00,14.3,9.7,0,NaN,37,58,89,99,NaN,105
2024-01-08 12:00,16.1,12.4,0,NaN,33.5,63.7,87,100,NaN,201
2024-01-08 13:00,15.4,12,3.3,NaN,32.6,59.8,91,87,NaN,178
2024-01-08 14:00,15.8,12.1,0,NaN,18.4,52.2,52,93,NaN,281
2024-01-08 15:00,16.3,10.7,0,NaN,24.8,40.7,36,49,NaN,309
2024-01-08 16:00,16.1,11.3,0,NaN,18.5,40.3,35,27,NaN,398
2024-01-08 17:00,15.8,11.5,0,NaN,13.3,30.6,31,10,NaN,298
2024-01-08 18:00,14.5,8.8,0,NaN,23.4,35.3,33,1,NaN,150
2024-01-08 19:00,12.1,5.9,0,NaN,24,40.7,30,0,NaN,18
2024-01-08 20:00,12,6.1,0,NaN,21.5,34.9,31,100,NaN,0
2024-01-08 21:00,11.7,5.1,0,NaN,25.5,39.2,28,100,NaN,0
2024-01-08 22:00,9.4,1.5,0,NaN,35,55.8,35,89,NaN,0
2024-01-08 23:00,6.7,-0.8,0,NaN,31.7,55.1,41,0,NaN,0
2024-01-09 0:00,4.6,-2.4,0,NaN,27.7,50,45,9,NaN,0
2024-01-09 1:00,3.8,-3,0,NaN,26.7,43.6,49,100,NaN,0
2024-01-09 2:00,3.9,-3.1,0,NaN,28.8,48.6,52,100,NaN,0
2024-01-09 3:00,3.8,-3.9,0,NaN,33.5,57.2,51,68,NaN,0
2024-01-09 4:00,3.4,-5,0,NaN,37.9,61.2,49,0,NaN,0
2024-01-09 5:00,2.8,-5,0,NaN,33.4,60.8,51,5,NaN,0
2024-01-09 6:00,2.3,-5.3,0,NaN,32.4,60.1,52,6,NaN,0
2024-01-09 7:00,2,-5.3,0,NaN,30,59.4,54,3,NaN,0
2024-01-09 8:00,1,-5.9,0,NaN,27.2,52.2,58,14,NaN,0
2024-01-09 9:00,1.3,-5.7,0,NaN,28.5,46.4,59,2,NaN,9
2024-01-09 10:00,3.1,-4.6,0,NaN,32.9,52.9,54,1,NaN,134
2024-01-09 11:00,4.3,-3.9,0,NaN,37.1,61.2,50,2,NaN,312
2024-01-09 12:00,5.6,-2.5,0,NaN,36.7,61.2,47,1,NaN,463
2024-01-09 13:00,6.8,-0.9,0,NaN,34.6,60.8,45,1,NaN,563
2024-01-09 14:00,7.7,0.5,0,NaN,32.7,57.6,43,8,NaN,605
2024-01-09 15:00,8.1,1,0,NaN,30.3,57.2,41,2,NaN,535
2024-01-09 16:00,8.6,1.5,0,NaN,30.1,51.1,39,0,NaN,496
2024-01-09 17:00,8.6,1.9,0,NaN,26.9,50,39,1,NaN,343
2024-01-09 18:00,8,2.1,0,NaN,21.7,43.9,41,0,NaN,166
2024-01-09 19:00,6.4,1.4,0,NaN,15.4,34.2,44,0,NaN,18
2024-01-09 20:00,5.1,1,0,NaN,8.9,16.9,49,0,NaN,0
2024-01-09 21:00,3.5,-0.4,0,NaN,8,13.7,56,0,NaN,0
2024-01-09 22:00,1.9,-2.2,0,NaN,10.1,12.6,65,0,NaN,0
2024-01-09 23:00,1.2,-2.8,0,NaN,9.2,12.2,70,0,NaN,0
2024-01-10 0:00,1.4,-2.5,0,NaN,8.6,11.5,71,0,NaN,0
2024-01-10 1:00,1.3,-2.5,0,NaN,8.3,12.2,70,0,NaN,0
2024-01-10 2:00,1.9,-2.3,0,NaN,10.1,15.1,61,0,NaN,0
2024-01-10 3:00,2.3,-2.2,0,NaN,11.2,17.3,55,0,NaN,0
2024-01-10 4:00,2.3,-2.4,0,NaN,12.6,19.4,55,60,NaN,0
2024-01-10 5:00,2.9,-2.2,0,NaN,14.8,22.7,52,82,NaN,0
2024-01-10 6:00,3.7,-2,0,NaN,18.9,28.8,47,56,NaN,0
2024-01-10 7:00,4.5,-1.8,0,NaN,23,35.6,44,96,NaN,0
2024-01-10 8:00,5.3,-1.4,0,NaN,25.8,40.3,43,98,NaN,0
2024-01-10 9:00,5.9,-1.1,0,NaN,28.5,44.3,44,86,NaN,9
2024-01-10 10:00,7.7,0.6,0,NaN,30.4,47.5,44,60,NaN,126
2024-01-10 11:00,9.7,3.9,0,NaN,23.7,47.9,46,7,NaN,306
2024-01-10 12:00,12.1,5.7,0,NaN,28.4,46.4,41,0,NaN,467
2024-01-10 13:00,14,7.9,0,NaN,28.6,47.5,39,0,NaN,573
2024-01-10 14:00,15.5,9.6,0,NaN,29.1,48.6,37,7,NaN,612
2024-01-10 15:00,16.6,10.8,0,NaN,28.1,48.2,36,0,NaN,583
2024-01-10 16:00,17.3,11.8,0,NaN,25,46.1,35,0,NaN,493
2024-01-10 17:00,17.1,12.6,0,NaN,19.6,40.7,38,0,NaN,348
2024-01-10 18:00,15.2,11.6,0,NaN,14.1,30.6,45,0,NaN,168
2024-01-10 19:00,12.5,8.7,0,NaN,13.8,22,50,0,NaN,20
2024-01-10 20:00,12.8,8.7,0,NaN,16.5,25.2,50,0,NaN,0
2024-01-10 21:00,12.3,8.1,0,NaN,16.6,26.6,50,0,NaN,0
2024-01-10 22:00,11.6,7.6,0,NaN,14.7,25.6,52,0,NaN,0
2024-01-10 23:00,10.8,6.8,0,NaN,15.5,24.1,55,0,NaN,0
2024-01-11 0:00,10.4,6.2,0,NaN,16.9,25.6,57,0,NaN,0
2024-01-11 1:00,10.2,6.3,0,NaN,15.6,27.7,60,0,NaN,0
2024-01-11 2:00,7.8,4.5,0,NaN,11.5,24.5,71,0,NaN,0
2024-01-11 3:00,6.9,4.1,0,NaN,7,13.3,73,0,NaN,0
2024-01-11 4:00,7.8,5.5,0,NaN,4.1,8.3,67,0,NaN,0
2024-01-11 5:00,5.6,2.5,0,NaN,9.4,11.5,79,0,NaN,0
2024-01-11 6:00,5.9,2.9,0,NaN,8.5,13,79,0,NaN,0
2024-01-11 7:00,4.9,2,0,NaN,7.9,13.7,83,0,NaN,0
2024-01-11 8:00,4.3,0.9,0,NaN,9.7,14.4,78,0,NaN,0
2024-01-11 9:00,5.6,2.2,0,NaN,9.7,14,72,0,NaN,10
2024-01-11 10:00,8.9,5,0,NaN,14.8,22.3,63,0,NaN,139
2024-01-11 11:00,11.8,8.2,0,NaN,15.1,25.9,59,0,NaN,320
2024-01-11 12:00,14.1,10.5,0,NaN,16.6,29.2,55,0,NaN,472
2024-01-11 13:00,16.3,12.7,0,NaN,18.2,32.4,50,0,NaN,571
2024-01-11 14:00,17.9,14.7,0,NaN,18.7,32.8,48,0,NaN,608
2024-01-11 15:00,19.2,15.8,0,NaN,21.7,36.7,50,0,NaN,580
2024-01-11 16:00,19.7,16,0,NaN,26.4,42.5,56,0,NaN,490
2024-01-11 17:00,19.8,16.3,0,NaN,28.6,46.1,62,0,NaN,342
2024-01-11 18:00,18.8,16.1,0,NaN,26.1,45.4,71,0,NaN,164
2024-01-11 19:00,17.5,15.2,0,NaN,23.4,41.4,78,0,NaN,20
2024-01-11 20:00,17.7,14.4,0,NaN,29.2,45.4,74,2,NaN,0
2024-01-11 21:00,17.8,14.4,0,NaN,30.1,47.9,74,0,NaN,0
2024-01-11 22:00,17.5,14.3,0,NaN,28.2,47.5,76,0,NaN,0
2024-01-11 23:00,16.5,14.4,0,NaN,21.8,44.3,81,18,NaN,0
2024-01-12 0:00,15.4,13.2,0.3,NaN,20.5,33.8,84,83,NaN,0
2024-01-12 1:00,14.8,11.5,0.6,NaN,26.6,42.5,82,91,NaN,0
2024-01-12 2:00,14.1,12.4,0,NaN,15,41.8,85,41,NaN,0
2024-01-12 3:00,12.1,8.7,0.2,NaN,20.2,28.4,77,89,NaN,0
2024-01-12 4:00,11,7.3,0.1,NaN,16.8,33.8,67,97,NaN,0
2024-01-12 5:00,7.3,0.2,0,NaN,34.4,54,61,70,NaN,0
2024-01-12 6:00,2.8,-5.1,0,NaN,35.4,55.8,58,95,NaN,0
2024-01-12 7:00,0.7,-7.5,0,NaN,34.7,57.2,49,42,NaN,0
2024-01-12 8:00,-1.5,-9.6,0,NaN,33.4,57.2,54,0,NaN,0
2024-01-12 9:00,-2,-10.6,0,NaN,36.1,58,52,0,NaN,9
2024-01-12 10:00,-1.5,-10.1,0,NaN,35.6,58.7,48,0,NaN,139
2024-01-12 11:00,-0.4,-8.7,0,NaN,33.9,58.3,46,28,NaN,325
2024-01-12 12:00,0.9,-7.2,0,NaN,32.9,56.5,43,43,NaN,481
2024-01-12 13:00,2.4,-5.3,0,NaN,31.4,55.4,41,27,NaN,582
2024-01-12 14:00,3.7,-3.5,0,NaN,30.4,53.3,39,54,NaN,626
2024-01-12 15:00,4.9,-2.1,0,NaN,27.4,51.8,38,14,NaN,586
2024-01-12 16:00,5.8,-0.5,0,NaN,22.7,46.8,38,0,NaN,507
2024-01-12 17:00,6.1,0.3,0,NaN,19,38.9,37,15,NaN,361
2024-01-12 18:00,5.7,0.8,0,NaN,12.7,32,40,55,NaN,178
2024-01-12 19:00,2.8,-1.4,0,NaN,9.4,20.2,55,0,NaN,21
2024-01-12 20:00,4.3,0.7,0,NaN,5.4,11.2,47,2,NaN,0
2024-01-12 21:00,2.1,-1.8,0,NaN,8.4,10.1,64,0,NaN,0
2024-01-12 22:00,1.8,-2,0,NaN,7.6,10.8,66,0,NaN,0
2024-01-12 23:00,2.1,-1.9,0,NaN,8.7,12.6,62,0,NaN,0
2024-01-13 0:00,2.4,-1.9,0,NaN,10,15.5,56,0,NaN,0
2024-01-13 1:00,2.4,-2,0,NaN,10.5,16.2,54,0,NaN,0
2024-01-13 2:00,2.1,-2.3,0,NaN,9.8,15.8,54,0,NaN,0
2024-01-13 3:00,2.1,-2.4,0,NaN,10.7,16.9,54,0,NaN,0
2024-01-13 4:00,1.8,-2.5,0,NaN,9.8,16.9,54,0,NaN,0
2024-01-13 5:00,2,-2.6,0,NaN,11.5,17.6,55,0,NaN,0
2024-01-13 6:00,2,-2.7,0,NaN,12.3,18.7,57,85,NaN,0
2024-01-13 7:00,2.1,-2.7,0,NaN,13.6,20.9,58,97,NaN,0
2024-01-13 8:00,2.4,-3.3,0,NaN,19.5,29.5,55,100,NaN,0
2024-01-13 9:00,3.4,-2.9,0,NaN,23.8,36.4,52,6,NaN,8
2024-01-13 10:00,5.6,-0.3,0,NaN,22.2,40.3,51,16,NaN,140
2024-01-13 11:00,7.9,1.9,0,NaN,24.2,39.2,49,4,NaN,323
2024-01-13 12:00,9.8,3.3,0,NaN,28.5,47.5,46,4,NaN,476
2024-01-13 13:00,11.8,5.6,0,NaN,28.2,47.9,43,15,NaN,576
2024-01-13 14:00,13.6,9.7,0,NaN,16.4,47.5,43,1,NaN,615
2024-01-13 15:00,14.7,11.4,0,NaN,12,30.2,42,57,NaN,586
2024-01-13 16:00,15.1,11.7,0,NaN,10.7,23.4,40,61,NaN,494
2024-01-13 17:00,13.9,8.2,0,NaN,23.4,35.6,36,0,NaN,348
2024-01-13 18:00,7.5,0.5,0,NaN,29.7,51.8,45,0,NaN,174
2024-01-13 19:00,4.3,-3,0,NaN,29.9,49.7,43,0,NaN,23
2024-01-13 20:00,-1.3,-8.3,0,NaN,25.3,43.6,49,0,NaN,0
2024-01-13 21:00,-1.9,-8.9,0,NaN,23.8,39.6,42,0,NaN,0
2024-01-13 22:00,-2.6,-9.3,0,NaN,21.6,37.1,41,0,NaN,0
2024-01-13 23:00,-3.4,-10,0,NaN,21.2,34.2,42,0,NaN,0
2024-01-14 0:00,-4.2,-11.2,0,NaN,23.5,37.4,43,0,NaN,0
2024-01-14 1:00,-5,-12,0,NaN,23.1,37.4,44,0,NaN,0
2024-01-14 2:00,-5.6,-12.5,0,NaN,22.3,36.7,45,0,NaN,0
2024-01-14 3:00,-6.1,-12.8,0,NaN,20.9,35.6,46,0,NaN,0
2024-01-14 4:00,-6.6,-13.1,0,NaN,19.5,33.5,47,0,NaN,0
2024-01-14 5:00,-7,-13.3,0,NaN,18.1,31.3,48,8,NaN,0
2024-01-14 6:00,-7.5,-14,0,NaN,19.5,31.3,47,13,NaN,0
2024-01-14 7:00,-8,-14.7,0,NaN,20.4,33.5,44,18,NaN,0
2024-01-14 8:00,-10.5,-16,0,NaN,11,38.9,39,100,NaN,0
2024-01-14 9:00,-10,-16.4,0,NaN,17,28.4,37,100,NaN,7
2024-01-14 10:00,-9.7,-16.5,0,NaN,19.8,34.6,34,100,NaN,98
